DATE,UPDATED_AT,STRESS_SCORE,SLEEP_POINTS,MAX_SLEEP_POINTS,RESPONSIVENESS_POINTS,MAX_RESPONSIVENESS_POINTS,EXERTION_POINTS,MAX_EXERTION_POINTS,STATUS,CALCULATION_FAILED
2022-08-10T00:00:00,2022-08-10T14:04:49.407,69,23,30,26,30,20,40,READY,false
2022-08-11T00:00:00,2022-08-11T12:55:41.971,70,25,30,23,30,22,40,READY,false
2022-08-12T00:00:00,2022-08-12T13:14:04.308,76,28,30,15,30,33,40,READY,false
2022-08-13T00:00:00,2022-08-13T14:35:42.639,74,21,30,24,30,29,40,READY,false
2022-08-14T00:00:00,2022-08-14T13:03:06.503,74,25,30,20,30,29,40,READY,false
2022-08-15T00:00:00,2022-08-15T13:09:21.44,79,28,30,23,30,28,40,READY,false
2022-08-16T00:00:00,2022-08-16T12:16:03.367,80,27,30,15,30,38,40,READY,false
2022-08-17T00:00:00,2022-08-17T12:16:44.977,82,24,30,23,30,35,40,READY,false
2022-08-18T00:00:00,2022-08-18T12:10:50.776,77,23,30,16,30,38,40,READY,false
2022-08-19T00:00:00,2022-08-19T14:25:29.999,76,19,30,24,30,33,40,READY,false
2022-08-20T00:00:00,2022-08-20T13:36:03.329,78,24,30,20,30,34,40,READY,false
2022-08-21T00:00:00,2022-08-21T14:03:18.936,83,28,30,25,30,30,40,READY,false
2022-08-22T00:00:00,2022-08-22T15:39:47.111,81,24,30,27,30,30,40,READY,false
2022-08-23T00:00:00,2022-08-23T13:31:08.782,80,25,30,25,30,30,40,READY,false
2022-08-24T00:00:00,2022-08-25T00:51:55.946,78,21,30,19,30,38,40,READY,false
2022-08-25T00:00:00,2022-08-25T13:31:28.779,87,30,30,17,30,40,40,READY,false
2022-08-26T00:00:00,2022-08-26T12:33:52.42,81,26,30,23,30,32,40,READY,false
2022-08-27T00:00:00,2022-08-27T15:09:29.509,80,25,30,15,30,40,40,READY,false
2022-08-28T00:00:00,2022-08-28T14:55:50.005,81,28,30,21,30,32,40,READY,false
2022-08-29T00:00:00,2022-08-29T13:48:13.222,77,25,30,19,30,33,40,READY,false
2022-08-30T00:00:00,2022-08-30T14:41:59.025,80,27,30,23,30,30,40,READY,false
2022-08-31T00:00:00,2022-09-01T01:04:38.911,68,25,30,13,30,30,40,READY,false
2022-09-01T00:00:00,2022-09-01T13:58:32.478,78,21,30,20,30,37,40,READY,false
2022-09-02T00:00:00,2022-09-02T13:51:13.278,76,25,30,18,30,33,40,READY,false
2022-09-03T00:00:00,2022-09-04T03:43:10.272,76,22,30,15,30,39,40,READY,false
2022-09-04T00:00:00,2022-09-04T23:10:48.316,70,16,30,21,30,33,40,READY,false
2022-09-05T00:00:00,2022-09-05T10:01:16.344,79,24,30,17,30,38,40,READY,false
2022-09-06T00:00:00,2022-09-06T11:00:49.665,84,24,30,21,30,39,40,READY,false
2022-09-07T00:00:00,2022-09-07T12:18:56.613,82,20,30,23,30,39,40,READY,false
2022-09-08T00:00:00,2022-09-08T12:15:52.214,81,22,30,20,30,39,40,READY,false
2022-09-09T00:00:00,2022-09-09T12:03:51.044,80,25,30,23,30,32,40,READY,false
2022-09-10T00:00:00,2022-09-10T11:30:04.307,70,17,30,16,30,37,40,READY,false
2022-09-11T00:00:00,2022-09-11T15:34:43.037,68,21,30,14,30,33,40,READY,false
2022-09-12T00:00:00,2022-09-12T11:42:46.536,81,25,30,26,30,30,40,READY,false
2022-09-13T00:00:00,2022-09-13T12:03:15.359,80,23,30,25,30,32,40,READY,false
2022-09-14T00:00:00,2022-09-14T12:08:20.701,81,22,30,23,30,36,40,READY,false
2022-09-15T00:00:00,2022-09-15T13:02:31,76,23,30,15,30,38,40,READY,false
2022-09-16T00:00:00,2022-09-16T11:53:28.251,71,23,30,16,30,32,40,READY,false
2022-09-17T00:00:00,2022-09-17T13:52:05.983,74,23,30,18,30,33,40,READY,false
2022-09-18T00:00:00,2022-09-18T13:29:06.492,75,21,30,25,30,29,40,READY,false
2022-09-19T00:00:00,2022-09-19T12:08:30.998,69,17,30,22,30,30,40,READY,false
2022-09-20T00:00:00,2022-09-20T13:00:21.615,0,0,0,0,0,0,0,NO_DATA,true
2022-09-21T00:00:00,2022-09-21T12:17:07.973,73,24,30,15,30,34,40,READY,false
2022-09-22T00:00:00,2022-09-22T12:18:15.342,65,20,30,16,30,29,40,READY,false
2022-09-23T00:00:00,2022-09-23T14:00:43.779,66,19,30,19,30,28,40,READY,false
2022-09-24T00:00:00,2022-09-24T15:09:23.231,65,21,30,16,30,28,40,READY,false
2022-09-25T00:00:00,2022-09-25T14:50:26.483,68,21,30,19,30,28,40,READY,false
2022-09-26T00:00:00,2022-09-26T13:25:59.712,66,21,30,19,30,26,40,READY,false
2022-09-27T00:00:00,2022-09-27T11:32:20.393,73,21,30,23,30,29,40,READY,false
2022-09-28T00:00:00,2022-09-28T11:31:08.866,69,24,30,18,30,27,40,READY,false
2022-09-29T00:00:00,2022-09-29T12:01:48.1,68,19,30,21,30,28,40,READY,false
2022-09-30T00:00:00,2022-09-30T12:38:35.618,69,21,30,23,30,25,40,READY,false
2022-10-01T00:00:00,2022-10-01T15:16:17.005,60,18,30,16,30,26,40,READY,false
2022-10-02T00:00:00,2022-10-02T14:25:42.341,69,22,30,23,30,24,40,READY,false
2022-10-03T00:00:00,2022-10-03T12:24:11.455,67,23,30,15,30,29,40,READY,false
2022-10-04T00:00:00,2022-10-04T11:58:39.842,75,23,30,24,30,28,40,READY,false
2022-10-05T00:00:00,2022-10-05T12:20:51.005,75,24,30,23,30,28,40,READY,false
2022-10-06T00:00:00,2022-10-06T12:36:37.268,72,21,30,15,30,36,40,READY,false
2022-10-07T00:00:00,2022-10-07T12:44:44.648,73,21,30,21,30,31,40,READY,false
2022-10-08T00:00:00,2022-10-08T13:48:15.735,73,22,30,19,30,32,40,READY,false
2022-10-09T00:00:00,2022-10-09T13:55:22.188,75,21,30,22,30,32,40,READY,false
2022-10-14T00:00:00,2022-10-14T13:43:57.475,0,0,0,0,0,0,0,NO_DATA,true
2022-10-15T00:00:00,2022-10-15T15:03:44.868,64,21,30,23,30,20,40,READY,false
2022-10-16T00:00:00,2022-10-16T15:05:37.006,61,22,30,21,30,18,40,READY,false
2022-10-17T00:00:00,2022-10-17T14:59:14.096,61,22,30,21,30,18,40,READY,false
2022-10-18T00:00:00,2022-10-18T11:42:46.436,56,18,30,17,30,21,40,READY,false
2022-10-19T00:00:00,2022-10-19T14:12:06.834,69,24,30,15,30,30,40,READY,false
2022-10-20T00:00:00,2022-10-20T14:42:47.308,76,21,30,16,30,39,40,READY,false
2022-10-21T00:00:00,2022-10-21T13:11:02.652,74,23,30,18,30,33,40,READY,false
2022-10-22T00:00:00,2022-10-22T15:19:56.464,72,22,30,18,30,32,40,READY,false
2022-10-24T00:00:00,2022-10-24T13:35:11.737,0,0,0,0,0,0,0,NO_DATA,true
2022-10-25T00:00:00,2022-10-25T14:24:33.127,78,22,30,26,30,30,40,READY,false
2022-10-26T00:00:00,2022-10-26T14:36:16.889,71,21,30,21,30,29,40,READY,false
2022-10-27T00:00:00,2022-10-27T14:09:10.004,76,20,30,23,30,33,40,READY,false
2022-10-28T00:00:00,2022-10-28T12:14:58.447,78,23,30,26,30,29,40,READY,false
2022-10-29T00:00:00,2022-10-29T15:00:21.065,71,19,30,23,30,29,40,READY,false
2022-10-30T00:00:00,2022-10-30T11:59:18.287,74,23,30,21,30,30,40,READY,false
2022-10-31T00:00:00,2022-10-31T12:49:56.433,80,25,30,17,30,38,40,READY,false
2022-11-01T00:00:00,2022-11-01T12:12:32.53,78,23,30,23,30,32,40,READY,false
2022-11-02T00:00:00,2022-11-02T12:58:20.435,72,22,30,18,30,32,40,READY,false
2022-11-03T00:00:00,2022-11-03T12:36:49.707,73,20,30,15,30,38,40,READY,false
2022-11-04T00:00:00,2022-11-04T12:56:11.983,77,23,30,21,30,33,40,READY,false
2022-11-06T00:00:00,2022-11-06T14:33:03.554,0,0,0,0,0,0,0,NO_DATA,true
2022-11-07T00:00:00,2022-11-07T13:57:22.757,80,24,30,27,30,29,40,READY,false
2022-11-08T00:00:00,2022-11-08T14:55:14.31,73,20,30,22,30,31,40,READY,false
2022-11-09T00:00:00,2022-11-09T15:08:18.722,74,21,30,23,30,30,40,READY,false
2022-11-10T00:00:00,2022-11-10T12:47:16.634,64,19,30,15,30,30,40,READY,false
2022-11-11T00:00:00,2022-11-11T13:39:37.319,72,23,30,21,30,28,40,READY,false
2022-11-12T00:00:00,2022-11-12T15:43:13.792,64,19,30,17,30,28,40,READY,false
2022-11-13T00:00:00,2022-11-13T15:25:17.401,72,21,30,23,30,28,40,READY,false
2022-11-14T00:00:00,2022-11-14T13:46:19.842,77,25,30,23,30,29,40,READY,false
2022-11-16T00:00:00,2022-11-16T13:45:57.69,66,22,30,17,30,27,40,READY,false
2022-11-17T00:00:00,2022-11-17T14:11:49.923,76,23,30,17,30,36,40,READY,false
2022-11-18T00:00:00,2022-11-18T13:49:25.329,66,15,30,19,30,32,40,READY,false
2022-11-19T00:00:00,2022-11-19T15:21:54.897,70,22,30,17,30,31,40,READY,false
2022-11-20T00:00:00,2022-11-20T14:49:22.408,67,19,30,15,30,33,40,READY,false
2022-11-21T00:00:00,2022-11-21T14:23:42.804,73,23,30,17,30,33,40,READY,false
2022-11-22T00:00:00,2022-11-22T14:06:17.148,86,24,30,27,30,35,40,READY,false
2022-11-23T00:00:00,2022-11-23T14:08:09.937,76,23,30,18,30,35,40,READY,false
2022-11-24T00:00:00,2022-11-24T15:30:53.643,80,23,30,20,30,37,40,READY,false
2022-11-25T00:00:00,2022-11-25T14:44:57.481,80,25,30,23,30,32,40,READY,false
2022-11-26T00:00:00,2022-11-26T16:22:33.147,80,24,30,22,30,34,40,READY,false
2022-11-27T00:00:00,2022-11-27T15:26:28.399,74,21,30,23,30,30,40,READY,false
2022-11-28T00:00:00,2022-11-28T21:19:06.028,76,23,30,23,30,30,40,READY,false
2022-11-29T00:00:00,2022-11-29T14:07:38.313,74,21,30,23,30,30,40,READY,false
2022-11-30T00:00:00,2022-11-30T14:03:26.873,75,23,30,22,30,30,40,READY,false
2022-12-01T00:00:00,2022-12-01T11:37:21.578,73,21,30,16,30,36,40,READY,false
2022-12-02T00:00:00,2022-12-02T15:02:26.202,76,22,30,22,30,32,40,READY,false
2022-12-03T00:00:00,2022-12-03T14:40:39.262,77,21,30,26,30,30,40,READY,false
2022-12-04T00:00:00,2022-12-04T14:45:58.955,72,21,30,21,30,30,40,READY,false
2022-12-05T00:00:00,2022-12-05T14:02:08.892,76,22,30,24,30,30,40,READY,false
2022-12-06T00:00:00,2022-12-06T14:34:13.033,67,21,30,17,30,29,40,READY,false
2022-12-07T00:00:00,2022-12-07T15:28:20.711,67,23,30,15,30,29,40,READY,false
2022-12-08T00:00:00,2022-12-08T14:37:33.074,73,21,30,19,30,33,40,READY,false
2022-12-09T00:00:00,2022-12-10T02:08:48.827,68,19,30,19,30,30,40,READY,false
2022-12-10T00:00:00,2022-12-10T15:07:06.428,76,19,30,28,30,29,40,READY,false
2022-12-11T00:00:00,2022-12-11T15:15:16.749,70,20,30,20,30,30,40,READY,false
2022-12-12T00:00:00,2022-12-12T15:26:15.798,70,23,30,17,30,30,40,READY,false
2022-12-13T00:00:00,2022-12-13T16:36:01.859,71,22,30,19,30,30,40,READY,false
2022-12-15T00:00:00,2022-12-15T15:34:34.971,0,0,0,0,0,0,0,NO_DATA,true
2022-12-16T00:00:00,2022-12-16T14:25:13.733,77,21,30,23,30,33,40,READY,false
2022-12-17T00:00:00,2022-12-17T16:37:11.241,77,23,30,21,30,33,40,READY,false
2022-12-18T00:00:00,2022-12-19T01:48:48.838,71,19,30,19,30,33,40,READY,false
2022-12-19T00:00:00,2022-12-19T13:42:27.515,71,22,30,19,30,30,40,READY,false
2022-12-20T00:00:00,2022-12-20T15:28:10.368,75,22,30,23,30,30,40,READY,false
2022-12-21T00:00:00,2022-12-21T13:55:10.387,68,21,30,15,30,32,40,READY,false
2022-12-22T00:00:00,2022-12-22T13:42:05.341,74,23,30,13,30,38,40,READY,false
2022-12-23T00:00:00,2022-12-23T17:42:40.141,79,23,30,26,30,30,40,READY,false
2022-12-24T00:00:00,2022-12-24T16:22:53.907,79,22,30,25,30,32,40,READY,false
2022-12-25T00:00:00,2022-12-25T17:10:55.159,76,21,30,23,30,32,40,READY,false
2022-12-26T00:00:00,2022-12-26T17:43:13.908,72,23,30,19,30,30,40,READY,false
2022-12-27T00:00:00,2022-12-27T16:26:52.902,70,22,30,18,30,30,40,READY,false
2022-12-28T00:00:00,2022-12-28T16:51:14.325,82,23,30,24,30,35,40,READY,false
2022-12-29T00:00:00,2022-12-29T17:13:00.348,66,24,30,20,30,22,40,READY,false
2022-12-30T00:00:00,2022-12-30T17:28:54.584,66,21,30,25,30,20,40,READY,false
2022-12-31T00:00:00,2022-12-31T15:58:59.324,59,21,30,17,30,21,40,READY,false
2023-01-01T00:00:00,2023-01-01T18:27:56.318,0,0,0,0,0,0,0,NO_DATA,true
2023-01-02T00:00:00,2023-01-02T18:59:34.803,0,0,0,0,0,0,0,NO_DATA,true
2023-01-03T00:00:00,2023-01-03T16:26:30.697,70,22,30,27,30,21,40,READY,false
2023-01-05T00:00:00,2023-01-05T17:01:21.304,0,0,0,0,0,0,0,NO_DATA,true
2023-01-06T00:00:00,2023-01-06T16:42:30.604,71,23,30,26,30,22,40,READY,false
2023-01-07T00:00:00,2023-01-07T17:02:18.998,63,17,30,19,30,27,40,READY,false
2023-01-08T00:00:00,2023-01-08T17:46:34.054,61,20,30,19,30,22,40,READY,false
2023-01-09T00:00:00,2023-01-09T16:50:17.464,68,18,30,27,30,23,40,READY,false
2023-01-10T00:00:00,2023-01-10T15:24:30.995,68,23,30,23,30,22,40,READY,false
2023-01-11T00:00:00,2023-01-11T13:48:40.39,72,24,30,15,30,33,40,READY,false
2023-01-12T00:00:00,2023-01-12T16:45:09.308,79,21,30,24,30,34,40,READY,false
2023-01-13T00:00:00,2023-01-13T16:30:42.065,79,21,30,26,30,32,40,READY,false
2023-01-14T00:00:00,2023-01-14T17:13:23.138,86,22,30,28,30,36,40,READY,false
2023-01-15T00:00:00,2023-01-15T16:31:03.328,82,24,30,28,30,30,40,READY,false
2023-01-16T00:00:00,2023-01-16T15:04:15.33,73,25,30,18,30,30,40,READY,false
2023-01-17T00:00:00,2023-01-17T14:27:43.149,75,22,30,23,30,30,40,READY,false
2023-01-18T00:00:00,2023-01-18T14:17:33.019,75,21,30,19,30,35,40,READY,false
2023-01-19T00:00:00,2023-01-19T15:45:55.242,73,23,30,18,30,32,40,READY,false
2023-01-20T00:00:00,2023-01-20T15:37:11.878,74,21,30,23,30,30,40,READY,false
2023-01-21T00:00:00,2023-01-21T17:21:06.083,73,21,30,21,30,31,40,READY,false
2023-01-22T00:00:00,2023-01-22T17:13:18.788,75,22,30,22,30,31,40,READY,false
2023-01-23T00:00:00,2023-01-23T15:06:01.71,74,21,30,17,30,36,40,READY,false
2023-01-24T00:00:00,2023-01-24T14:41:27.755,69,22,30,15,30,32,40,READY,false
2023-01-25T00:00:00,2023-01-25T14:03:06.86,80,25,30,16,30,39,40,READY,false
2023-01-26T00:00:00,2023-01-26T15:04:18.37,79,23,30,23,30,33,40,READY,false
2023-01-27T00:00:00,2023-01-28T01:38:26.695,74,21,30,21,30,32,40,READY,false
2023-01-28T00:00:00,2023-01-28T22:36:53.903,63,18,30,15,30,30,40,READY,false
2023-01-29T00:00:00,2023-01-29T17:54:47.318,62,15,30,17,30,30,40,READY,false
2023-01-30T00:00:00,2023-01-30T16:45:05.815,0,0,0,0,0,0,0,NO_DATA,true
2023-01-31T00:00:00,2023-01-31T14:29:51.342,73,21,30,23,30,29,40,READY,false
2023-02-01T00:00:00,2023-02-01T14:30:55.91,62,21,30,22,30,19,40,READY,false
2023-02-02T00:00:00,2023-02-02T13:12:41.499,66,23,30,21,30,22,40,READY,false
2023-02-03T00:00:00,2023-02-03T14:41:08.322,67,23,30,20,30,24,40,READY,false
2023-02-04T00:00:00,2023-02-04T15:33:53.298,65,19,30,20,30,26,40,READY,false
2023-02-05T00:00:00,2023-02-05T14:59:29.895,65,24,30,15,30,26,40,READY,false
2023-02-06T00:00:00,2023-02-06T12:30:32.588,69,21,30,22,30,26,40,READY,false
2023-02-07T00:00:00,2023-02-07T12:45:53.162,71,25,30,23,30,23,40,READY,false
2023-02-08T00:00:00,2023-02-08T13:35:19.736,75,24,30,17,30,34,40,READY,false
2023-02-09T00:00:00,2023-02-09T13:30:37.568,75,22,30,22,30,31,40,READY,false
2023-02-10T00:00:00,2023-02-10T12:45:06.865,76,25,30,21,30,30,40,READY,false
2023-02-11T00:00:00,2023-02-11T14:12:02.784,74,23,30,22,30,29,40,READY,false
2023-02-12T00:00:00,2023-02-12T13:51:44.134,79,25,30,25,30,29,40,READY,false
2023-02-13T00:00:00,2023-02-13T14:02:28.936,71,20,30,16,30,35,40,READY,false
2023-02-14T00:00:00,2023-02-14T13:54:45.762,73,23,30,19,30,31,40,READY,false
2023-02-15T00:00:00,2023-02-15T13:52:36.181,74,19,30,15,30,40,40,READY,false
2023-02-16T00:00:00,2023-02-16T13:53:41.329,86,22,30,26,30,38,40,READY,false
2023-02-17T00:00:00,2023-02-17T15:27:53.68,79,21,30,24,30,34,40,READY,false
2023-02-18T00:00:00,2023-02-18T14:37:17.536,81,21,30,28,30,32,40,READY,false
2023-02-19T00:00:00,2023-02-19T16:10:27.702,0,0,0,0,0,0,0,NO_DATA,true
2023-02-20T00:00:00,2023-02-20T14:26:33.733,75,23,30,21,30,31,40,READY,false
2023-02-21T00:00:00,2023-02-21T12:30:34.018,81,24,30,26,30,31,40,READY,false
2023-02-22T00:00:00,2023-02-22T13:14:49.521,75,21,30,17,30,37,40,READY,false
2023-02-23T00:00:00,2023-02-23T14:09:09.789,74,22,30,19,30,33,40,READY,false
2023-02-24T00:00:00,2023-02-24T14:37:59.678,74,23,30,21,30,30,40,READY,false
2023-02-25T00:00:00,2023-02-25T15:31:12.715,76,23,30,21,30,32,40,READY,false
2023-02-26T00:00:00,2023-02-26T16:48:55.169,77,22,30,23,30,32,40,READY,false
2023-02-27T00:00:00,2023-02-27T15:33:41.373,77,21,30,26,30,30,40,READY,false
2023-02-28T00:00:00,2023-02-28T13:30:45.724,72,22,30,17,30,33,40,READY,false
2023-03-01T00:00:00,2023-03-01T13:33:01.164,81,26,30,16,30,39,40,READY,false
2023-03-02T00:00:00,2023-03-02T14:03:06.077,71,22,30,16,30,33,40,READY,false
2023-03-04T00:00:00,2023-03-04T14:40:44.884,0,0,0,0,0,0,0,NO_DATA,true
2023-03-05T00:00:00,2023-03-05T15:23:47.112,80,24,30,19,30,37,40,READY,false
2023-03-06T00:00:00,2023-03-06T14:01:03.391,76,23,30,24,30,29,40,READY,false
2023-03-07T00:00:00,2023-03-07T14:51:45.954,71,24,30,17,30,30,40,READY,false
2023-03-08T00:00:00,2023-03-08T13:28:45.425,63,16,30,17,30,30,40,READY,false
2023-03-09T00:00:00,2023-03-09T16:30:20.44,67,21,30,16,30,30,40,READY,false
2023-03-10T00:00:00,2023-03-10T15:49:12.194,76,23,30,24,30,29,40,READY,false
2023-03-13T00:00:00,2023-03-14T02:45:54.357,0,0,0,0,0,0,0,NO_DATA,true
2023-03-14T00:00:00,2023-03-14T11:50:12.382,0,0,0,0,0,0,0,NO_DATA,true
2023-03-15T00:00:00,2023-03-15T12:43:03.475,66,24,30,21,30,21,40,READY,false
2023-03-16T00:00:00,2023-03-16T13:44:20.333,65,23,30,21,30,21,40,READY,false
2023-03-19T00:00:00,2023-03-19T14:32:38.277,0,0,0,0,0,0,0,NO_DATA,true
2023-03-20T00:00:00,2023-03-20T13:11:33.568,71,21,30,16,30,34,40,READY,false
2023-03-21T00:00:00,2023-03-21T13:00:29.41,72,21,30,20,30,31,40,READY,false
2023-03-22T00:00:00,2023-03-22T12:48:35.269,75,21,30,15,30,39,40,READY,false
2023-03-23T00:00:00,2023-03-24T01:14:46.705,77,21,30,24,30,32,40,READY,false
2023-03-24T00:00:00,2023-03-24T13:54:39.956,81,25,30,22,30,34,40,READY,false
2023-03-27T00:00:00,2023-03-27T15:02:29.824,0,0,0,0,0,0,0,NO_DATA,true
2023-03-28T00:00:00,2023-03-28T13:17:53.186,77,23,30,24,30,30,40,READY,false
2023-03-29T00:00:00,2023-03-29T14:08:21.835,69,21,30,14,30,34,40,READY,false
2023-03-30T00:00:00,2023-03-30T13:46:27.122,71,21,30,20,30,30,40,READY,false
2023-03-31T00:00:00,2023-03-31T14:47:52.781,74,23,30,21,30,30,40,READY,false
2023-04-04T00:00:00,2023-04-04T13:57:39.129,0,0,0,0,0,0,0,NO_DATA,true
2023-04-05T00:00:00,2023-04-05T11:50:39.551,71,23,30,15,30,33,40,READY,false
2023-04-06T00:00:00,2023-04-06T16:02:13.443,71,19,30,21,30,31,40,READY,false
2023-04-07T00:00:00,2023-04-07T14:39:41.361,69,22,30,18,30,29,40,READY,false
2023-04-08T00:00:00,2023-04-08T13:50:38.256,79,23,30,27,30,29,40,READY,false
2023-04-09T00:00:00,2023-04-09T15:27:50.769,75,23,30,22,30,30,40,READY,false
2023-04-10T00:00:00,2023-04-10T13:31:43.952,73,24,30,20,30,29,40,READY,false
2023-04-11T00:00:00,2023-04-11T11:45:33.752,76,23,30,16,30,37,40,READY,false
2023-04-12T00:00:00,2023-04-12T12:52:44.211,68,21,30,20,30,27,40,READY,false
2023-04-13T00:00:00,2023-04-13T15:23:09.166,65,22,30,18,30,25,40,READY,false
2023-04-14T00:00:00,2023-04-14T11:39:04.394,63,20,30,15,30,28,40,READY,false
2023-04-15T00:00:00,2023-04-15T13:48:01.031,72,19,30,15,30,38,40,READY,false
2023-04-16T00:00:00,2023-04-16T16:13:57.475,72,21,30,19,30,32,40,READY,false
2023-04-17T00:00:00,2023-04-17T13:35:10.204,77,22,30,25,30,30,40,READY,false
2023-04-18T00:00:00,2023-04-18T15:02:34.885,81,21,30,23,30,37,40,READY,false
2023-04-19T00:00:00,2023-04-19T14:10:19.86,70,21,30,16,30,33,40,READY,false
2023-04-20T00:00:00,2023-04-20T14:21:04.147,78,22,30,20,30,36,40,READY,false
2023-04-21T00:00:00,2023-04-21T13:22:12.805,67,22,30,15,30,30,40,READY,false
2023-04-22T00:00:00,2023-04-22T15:10:22.942,70,19,30,18,30,33,40,READY,false
2023-04-23T00:00:00,2023-04-23T15:44:13.7,75,22,30,23,30,30,40,READY,false
2023-04-24T00:00:00,2023-04-24T15:31:37.067,77,19,30,26,30,32,40,READY,false
2023-04-25T00:00:00,2023-04-25T15:40:41.442,77,18,30,23,30,36,40,READY,false
2023-04-26T00:00:00,2023-04-26T14:28:39.44,71,21,30,23,30,27,40,READY,false
2023-04-27T00:00:00,2023-04-27T12:50:48.91,66,21,30,16,30,29,40,READY,false
2023-04-28T00:00:00,2023-04-28T11:11:19.393,66,21,30,17,30,28,40,READY,false
2023-04-29T00:00:00,2023-04-29T14:45:01.794,65,19,30,17,30,29,40,READY,false
2023-04-30T00:00:00,2023-04-30T13:44:28.492,71,22,30,23,30,26,40,READY,false
2023-05-03T00:00:00,2023-05-03T13:13:53.436,0,0,0,0,0,0,0,NO_DATA,true
2023-05-04T00:00:00,2023-05-04T13:15:15.468,68,22,30,18,30,28,40,READY,false
2023-05-05T00:00:00,2023-05-05T10:52:01.998,70,23,30,21,30,26,40,READY,false
2023-05-06T00:00:00,2023-05-06T13:40:38.576,70,24,30,19,30,27,40,READY,false
2023-05-07T00:00:00,2023-05-07T14:07:18.952,69,22,30,22,30,25,40,READY,false
2023-05-08T00:00:00,2023-05-08T13:09:33.188,68,22,30,23,30,23,40,READY,false
2023-05-09T00:00:00,2023-05-09T13:27:01.294,72,22,30,20,30,30,40,READY,false
2023-05-10T00:00:00,2023-05-10T13:12:28.692,0,0,0,0,0,0,0,NO_DATA,true
2023-05-11T00:00:00,2023-05-11T12:05:30.345,72,20,30,16,30,36,40,READY,false
2023-05-12T00:00:00,2023-05-12T11:20:23.003,77,23,30,23,30,31,40,READY,false
2023-05-13T00:00:00,2023-05-13T13:22:29.018,80,22,30,22,30,36,40,READY,false
2023-05-14T00:00:00,2023-05-14T14:13:37.884,69,23,30,17,30,29,40,READY,false
2023-05-15T00:00:00,2023-05-15T13:37:53.069,79,23,30,27,30,29,40,READY,false
2023-05-16T00:00:00,2023-05-16T13:05:34.401,70,25,30,16,30,29,40,READY,false
2023-05-17T00:00:00,2023-05-17T13:14:49.644,73,25,30,18,30,30,40,READY,false
2023-05-18T00:00:00,2023-05-18T13:45:00.729,67,22,30,15,30,30,40,READY,false
2023-05-19T00:00:00,2023-05-19T15:39:47.244,70,22,30,19,30,29,40,READY,false
2023-05-20T00:00:00,2023-05-20T15:43:48.283,67,24,30,18,30,25,40,READY,false
2023-05-21T00:00:00,2023-05-21T15:39:02.645,68,23,30,17,30,28,40,READY,false
2023-05-22T00:00:00,2023-05-22T14:03:22.85,74,21,30,17,30,36,40,READY,false
2023-05-23T00:00:00,2023-05-23T14:07:03.501,71,23,30,18,30,30,40,READY,false
2023-05-24T00:00:00,2023-05-24T13:44:42.425,74,23,30,19,30,32,40,READY,false
2023-05-25T00:00:00,2023-05-25T10:31:45.772,84,26,30,19,30,39,40,READY,false
2023-05-26T00:00:00,2023-05-26T11:49:27.424,73,20,30,16,30,37,40,READY,false
2023-05-27T00:00:00,2023-05-27T11:45:01.651,77,17,30,28,30,32,40,READY,false
